SAMPLE_ID,Project_name,Sample,Date,Time_local,Latitude,Longitude,Location,Volume_m3,Vessel,Gear_depth_m,Gear_mesh_um,Bathym_m,Temperature_C,Salinity,Comments,NOTES_PICES_UNDIFFERENTIATED,Acanthuridae_37437900,Acropomatidae_Verilus.anomalus_37311053,Acropomatidae_Synagrops.spp_37311949,Acropomatidae_other_37311956,Ammodytidae_37425000,Anguilliformes_37990025,Antennariidae_37210915,Serranidae_Serranidae.subfam.Anthiinae_37311907,Aploactinidae_Matsubarichthys.inusitatus_37290013,Aploactinidae_other_37290000,Aplodactylidae_Aplodactylus.spp_37376901,Apogonidae_37327926,Argentinidae_37097905,Arripidae_Arripis.trutta_37344002,Arripidae_other_37344000,Astronesthidae_37108000,Atherinidae_37246911,Aulopidae_Hime.spp_37117902,Balistidae_37465900,Bathylagidae_37098000,Berycidae_Centroberyx.affinis_37258003,Berycidae_Beryx.spp_37258901,Berycidae_other_37258000,Blenniidae_Plagiotremus.spp_37408921,Blenniidae_Petroscirtes.lupus_37408073,Blenniidae_Omobranchus.anolius_37408058,Blenniidae_Parablennius.spp_37408918,Blenniidae_other_37408000,Bothidae_Crossorhombus.spp_37460907,Bothidae_Engyprosopon.spp_37460908,Bothidae_Grammatobothus.spp_37460909,Bothidae_Lophonectes.gallus_37460001,Bothidae_Arnoglossus.spp_37460902,Bothidae_Asterorhombus.spp_37460903,Bothidae_other_37460922,Bovichtidae_Bovichtus.angustifrons_37403001,Pseudaphritidae_Pseudaphritis.urvillii_37403003,Bramidae_Brama.spp_37342900,Bregmacerotidae_Bregmaceros.spp_37225901,Callanthiidae_Callanthias.australis_37311055,Callanthiidae_other_37311957,Callionymidae_37427917,Caproidae_Antigonia.spp_37267901,Carangidae_Pseudocaranx.georgianus_37337062,Carangidae_Trachurus.declivis_37337002,Carangidae_Decapterus.spp_37337901,Carangidae_Trachurus.novaezelandiae_37337003,Carangidae_Seriola.spp_37337927,Carangidae_other_37337000,Carapidae_37229000,Centrolophidae_Seriolella.spp_37445909,Cepolidae_Acanthocepola.spp_37380901,Cepolidae_Owstonia.spp_37380903,Cepolidae_Cepola.australis_37380001,Cepolidae_other_37380000,Cetomimidae_37132000,Chaetodontidae_37365900,Champsodontidae_37401000,Ambassidae_Ambassis.jacksoniensis_37310012,Ambassidae_Ambassis.marianus_37310018,Ambassidae_other_37310900,Chauliodontidae_37111000,Cheilodactylidae_Nemadactylus.macropterus_37377003,Cheilodactylidae_Cheilodactylus.spp_37377902,Chiasmodontidae_37402000,Chironemidae_Chironemus.spp_37375901,Chlorophthalmidae_Chlorophthalmus.spp_37120903,Cirrhitidae_37374000,Clinidae_37416000,Clupeidae_Sardinops.sagax_37085002,Clupeidae_Etrumeus.teres_37085001,Clupeidae_Hyperlophus.vittatus_37085005,Clupeidae_Spratelloides.robustus_37085003,Clupeidae_other_37085922,Coryphaenidae_Coryphaena.spp_37338901,Creediidae_Creedia.spp_37395901,Creediidae_Limnichthys.spp_37395902,Creediidae_other_37395000,Cynoglossidae_37463000,Dactylopteridae_Dactyloptena.spp_37308902,Dinolestidae_Dinolestes.lewini_37327002,Diretmidae_Diretmus.spp_37254902,Emmelichthyidae_Emmelichthys.nitidus_37345001,Engraulidae_Engraulis.australis_37086001,Engraulidae_other_37086000,Enoplosidae_Enoplosus.armatus_37366001,Serranidae_Serranidae.subfam.Epinephelinae_37311908,Evermannellidae_37130000,Exocoetidae_37233000,Fistulariidae_37278000,Gempylidae_Thyrsites.atun_37439001,Gempylidae_Rexea.solandri_37439002,Gempylidae_Gempylus.serpens_37439010,Gempylidae_other_37439918,Gerreidae_Gerres.subfasciatus_37349005,Gerreidae_Parequula.melbournensis_37349001,Girellidae_Girella.tricuspidata_37361007,Girellidae_Girella.spp_37361902,Gobiidae_37428000,Gobiesocidae_Alabes.spp_37206901,Gobiesocidae_other_37206000,Gonorynchidae_Gonorynchus.greyi_37141001,Gonostomatidae_37106912,Grammistidae_37312000,Haemulidae_37350000,Hemiramphidae_Hemiramphus.spp_37234903,Holocentridae_37261000,Hoplichthyidae_Hoplichthys.spp_37297901,Howellidae_Howella.spp_37327912,Idiacanthidae_Idiacanthus.fasciola_37113001,Ipnopidae_37123000,Istiophoridae_37444000,Kyphosidae_Kyphosus.spp_37361903,Labridae_37384000,Lampridiformes_37990051,Latridae_Latris.lineata_37378001,Latridae_other_37378000,Leiognathidae_37341000,Leptobramidae_37357905,Leptoscopidae_37398000,Lethrinidae_Lethrinus.spp_37351902,Lophiiformes_37990052,Lutjanidae_37346932,Centriscidae: Macroramphosinae_Macroramphosus.spp_37279902,Macrouridae_37232929,Malacanthidae_Branchiostegus.spp_37331901,Malacanthidae_Malacanthus.spp_37331903,Melamphaidae_37251000,Melanostomiidae_37109000,Microcanthidae_Atypichthys.strigatus_37361010,Microcanthidae_Microcanthus.strigatus_37361005,Microcanthidae_other_37361910,Microdesmidae_37435000,Molidae_37470000,Monacanthidae_37465903,Monodactylidae_Monodactylus.argenteus_37356002,Monodactylidae_Schuettea.spp_37356902,Moridae_37224903,Mugilidae_Liza.argentea_37381004,Mugilidae_other_37381000,Mullidae_37355000,Myctophidae_37122000,Nemipteridae_37347000,Nomeidae_37446000,Notosudidae_37125000,Labridae: Odacinae_37385000,Ophidiidae_Brotula.spp_37228912,Ophidiidae_Genypterus.spp_37228901,Ophidiidae_other_37228961,Ostraciidae_37466912,Paralepididae_37126000,Paralichthyidae_Pseudorhombus.spp_37460919,Pegasidae_Pegasus.spp_37309902,Pempherididae_Pempheris.spp_37357903,Percophidae_37393900,Phosichthyidae_37106913,Pinguipedidae_37390000,Platycephalidae - undifferentiated_Platycephalus.fuscus_37296004,Platycephalidae_other_37296900,Plesiopidae_37316000,Pleuronectidae_Rhombosolea.spp_37461912,Pleuronectidae_other_37461916,Pomacentridae_37372000,Pomatomidae_Pomatomus.saltatrix_37334002,Priacanthidae_37326000,Pseudochromidae_37313000,Pleuronectidae_Ammotretis.spp_37461900,Samaridae_37461917,Labridae: Scarinae_37386000,Schindleriidae_Schindleria.spp_37424901,Sciaenidae_Argyrosomus.japonicus_37354001,Sciaenidae_Atractoscion.atelodus_37354020,Sciaenidae_other_37354000,Scomberesocidae_Scomberesox.saurus_37236001,Scombridae_Scomber.australasicus_37441001,Scombridae_Auxis.spp_37441915,Scombridae_other_37441000,Scopelarchidae_37131000,Sebastidae_Helicolenus.spp_37287918,Neosebastidae_Neosebastes.spp_37287927,Tetrarogidae_Gymnapistes.marmoratus_37287018,Tetrarogidae_Centropogon.australis_37287048,Scorpaenidae_37287900,Scorpididae_Scorpis.spp_37361906,Serranidae_Acanthistius.spp_37311912,Siganidae_Siganus.spp_37438902,Sillaginidae_Sillago.robusta_37330005,Sillaginidae_Sillago.flindersi_37330014,Sillaginidae_Sillago.ciliata_37330010,Sillaginidae_Sillago.bassensis_37330002,Sillaginidae_Sillaginodes.punctatus_37330001,Sillaginidae_other_37330000,Soleidae_37462000,Sparidae_Chrysophrys.auratus_37353001,Sparidae_Acanthopagrus.australis_37353004,Sparidae_Rhabdosargus.sarba_37353013,Sparidae_other_37353000,Sphyraenidae_Sphyraena.spp_37382901,Sternoptychidae_37107000,Syngnathidae_Stigmatopora.nigra_37282018,Syngnathidae_other_37282000,Synodontidae_37118906,Terapontidae_Pelates.spp_37321908,Terapontidae_other_37321000,Tetragonuridae_Tetragonurus.spp_37449901,Tetraodontidae_37467000,Trachichthyidae_Aulotrachichthys.spp_37255901,Trachichthyidae_other_37255000,Trichiuridae_Lepidopus.caudatus_37440002,Trichiuridae_other_37440000,Trichonotidae_Trichonotus.spp_37394901,Triglidae_Lepidotrigla.papilio_37288002,Triglidae_Lepidotrigla.spp_37288901,Triglidae_other_37288000,Tripterygiidae_37415000,Uranoscopidae_37400000,Xiphiidae_Xiphias.gladius_37442001,Zeidae_37264906,Pisces_unidentified_37000000,Malacosteidae_37110000,Scombridae_Acanthocybium.solandri_37441024,Pomacanthidae_37365901,Ephippidae_Platax.spp_37362902,Opistognathidae_37388000,Centriscidae_37280000,Oplegnathidae_37369000,Phycidae_Gaidropsarus.spp_37226902
235,"NRS_NSI","NSI20170829","2017-08-29 00:00:00","14:30",-27.345,153.562,"North Stradbroke",224.42105989999999,"Scylla",20,"Ring-500",(null),(null),(null),(null),"2 unknown",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
238,"NRS_NSI","NSI20170927","2017-09-27 00:00:00","12:00",-27.345,153.562,"North Stradbroke",239.1974414,"Scylla",18,"Ring-500",(null),(null),(null),(null),"1 damaged",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
239,"NRS_NSI","NSI20170927","2017-09-27 00:00:00","12:30",-27.345,153.562,"North Stradbroke",253.94332470000001,"Scylla",19,"Ring-500",(null),(null),(null),(null),"3 damaged",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
240,"NRS_NSI","NSI20170927","2017-09-27 00:00:00","13:00",-27.345,153.562,"North Stradbroke",225.30550790000001,"Scylla",20,"Ring-500",(null),(null),(null),(null),"3 unknown",0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,16,0,0,0,1,0,0,0,0,1,0,0,14,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,17,1,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0
243,"NRS_NSI","NSI20171023","2017-10-23 00:00:00","11:26",-27.345,153.562,"North Stradbroke",228.7518053,"Scylla",18,"Ring-500",(null),(null),(null),(null),(null),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,"NRS_NSI","NSI20171023","2017-10-23 00:00:00","11:44",-27.345,153.562,"North Stradbroke",220.92901509999999,"Scylla",21,"Ring-500",(null),(null),(null),(null),"2 damaged",2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
245,"NRS_NSI","NSI20171023","2017-10-23 00:00:00","12:15",-27.345,153.562,"North Stradbroke",176.9048526,"Scylla",17,"Ring-500",(null),(null),(null),(null),"1 unknown",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
253,"NRS_NSI","NSI20171116","2017-11-16 00:00:00","11:50",-27.345,153.562,"North Stradbroke",291.4713691,"Scylla",30,"Ring-500",(null),(null),(null),(null),"5 unknown",1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
254,"NRS_NSI","NSI20171116","2017-11-16 00:00:00","12:10",-27.345,153.562,"North Stradbroke",203.37729669999999,"Scylla",34,"Ring-500",(null),(null),(null),(null),"2 unknown",0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,1,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
255,"NRS_NSI","NSI20171116","2017-11-16 00:00:00","12:40",-27.345,153.562,"North Stradbroke",233.6315185,"Scylla",30,"Ring-500",(null),(null),(null),(null),"1 damaged; 1 unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
257,"NRS_NSI","NSI20171219","2017-12-19 00:00:00","12:05",-27.345,153.562,"North Stradbroke",241.39331240000001,"Scylla",22,"Ring-500",(null),(null),(null),(null),"5 unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
258,"NRS_NSI","NSI20171219","2017-12-19 00:00:00","12:25",-27.345,153.562,"North Stradbroke",199.9462484,"Scylla",26,"Ring-500",(null),(null),(null),(null),(null),0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"NRS_NSI","NSI20171219","2017-12-19 00:00:00","12:56",-27.345,153.562,"North Stradbroke",273.50792489999998,"Scylla",21,"Ring-500",(null),(null),(null),(null),(null),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,"NRS_NSI","NSI20180123","2018-01-23 00:00:00","11:20",-27.345,153.562,"North Stradbroke",263.59600740000002,"Scylla",16,"Ring-500",(null),(null),(null),(null),"2 unknown",1,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,1,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
274,"NRS_NSI","NSI20180123","2018-01-23 00:00:00","11:34",-27.345,153.562,"North Stradbroke",264.64819560000001,"Scylla",18,"Ring-500",(null),(null),(null),(null),"3 unknown",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
275,"NRS_NSI","NSI20180123","2018-01-23 00:00:00","12:01",-27.345,153.562,"North Stradbroke",259.23476369999997,"Scylla",17,"Ring-500",(null),(null),(null),(null),"2 damaged",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
270,"NRS_NSI","NSI20180302","2018-03-02 00:00:00","11:32",-27.345,153.562,"North Stradbroke",270.65634249999999,"Scylla",(null),"Ring-500",(null),(null),(null),(null),"2 damaged; 2 unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
271,"NRS_NSI","NSI20180302","2018-03-02 00:00:00","11:50",-27.345,153.562,"North Stradbroke",270.61059510000001,"Scylla",(null),"Ring-500",(null),(null),(null),(null),(null),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
